movement_no_controls;산업 자유 운동;Industrial Freedom Campaign;;;;;;;;;;;;;
trinket_envir;최소한의 기준;Few Standards;Little Regulation;Little Regulation;;Little Regulation;;;;;;;;;
trinket_envir_l;최소한의 기준;Few Standards;Little Regulation;Little Regulation;;Little Regulation;;;;;;;;;
trinket_envir_desc;유독성 폐기물을 음식에 버리는 행위를 규제합니다.;Toxic waste can't be dumped straight into food.;Little Regulation;Little Regulation;;Little Regulation;;;;;;;;;
movement_trinket_envir;반오염연맹;Anti-Pollution League;;;;;;;;;;;;;
low_envir;낮은 기준;Some Standards;Some Standards;Some Standards;;Some Standards;;;;;;;;;
low_envir_l;낮은 기준;Some Standards;Some Standards;Some Standards;;Some Standards;;;;;;;;;
low_envir_desc;배기가스 배출과 유독성 폐기물 투기를 규제합니다.;Air emissions and toxic waste dumping are regulated.;Some Standards;Some Standards;;Some Standards;;;;;;;;;
movement_low_envir;반오염연맹;Anti-Pollution League;;;;;;;;;;;;;
acceptable_envir;높은 기준;Good Standards;Good Standards;Good Standards;;Good Standards;;;;;;;;;
acceptable_envir_l;높은 기준;Good Standards;Good Standards;Good Standards;;Good Standards;;;;;;;;;
acceptable_envir_desc;공중 보건에 위협을 주는 대부분의 오염물질을 강하게 규제합니다.;Most pollutants that could cause a threat to public health are heavily regulated.;Good Standards;Good Standards;;Good Standards;;;;;;;;;
movement_acceptable_envir;반오염연맹;Anti-Pollution League;;;;;;;;;;;;;
good_envir;엄격한 표준;Strict Standards;Strict Standards;Strict Standards;;Strict Standards;;;;;;;;;
good_envir_l;엄격한 표준;Strict Standards;Strict Standards;Strict Standards;;Strict Standards;;;;;;;;;
good_envir_desc;유해물질을 싸게 팔거나 배출하는 모든 행위를 엄격히 통제하며, 공해법을 위반하면 무거운 처벌을 부과합니다.;The dumping or emissions of all dangerous substances are strictly controlled, and violation of pollution laws carries hefty penalties.;Strict Standards;Strict Standards;;Strict Standards;;;;;;;;;
movement_good_envir;Anti-Pollution League;;;;;;;;;;;;;
child_labor;아동노동;Child Labor;Child Labor;Child Labor;;Child Labor;;;;;;;;;
child_labor_legal;아동노동 허용;Legal;Legal;Legal;;Legal;;;;;;;;;
child_labor_legal_l;아동노동 허용;Child Labor Legal;Legal;Legal;;Legal;;;;;;;;;
child_labor_legal_desc;아동의 노동을 무제한적으로 허용합니다.;No child labor regulation exists.;Illegal;Illegal;;Illegal;;;;;;;;;
movement_child_labor_legal;산업 자유 운동;Industrial Freedom Campaign;;;;;;;;;;;;;
child_labor_restricted;아동노동 제한;Restricted;Restricted;Restricted;;Restricted;;;;;;;;;
child_labor_restricted_l;아동노동 제한;Child Labor Restricted;Child Labor Restricted;Child Labor Restricted;;Child Labor Restricted;;;;;;;;;
child_labor_restricted_desc;아동의 노동을 특정 위험한 업종에 한해 금지합니다.;Children cannot work in certain dangerous professions.;Restricted;Restricted;;Restricted;;;;;;;;;
movement_child_labor_restricted;아동노동 금지 운동;Child Labor Abolition Movement;;;;;;;;;;;;;
child_labor_illegal;아동노동 금지;Illegal;Illegal;Illegal;;Illegal;;;;;;;;;
child_labor_illegal_l;아동노동 금지;Child Labor Illegal;Illegal;Illegal;;Illegal;;;;;;;;;
child_labor_illegal_desc;아동의 노동을 무제한적으로 금지합니다.;Child Labor is viewed as immoral and is illegal.;Illegal;Illegal;;Illegal;;;;;;;;;
movement_child_labor_illegal;아동노동 금지 운동;Child Labor Abolition Movement;;;;;;;;;;;;;
education;교육;Education;;;;;;;;;;;;;
elite;엘리트 한정;Elite Only;;;;;;;;;;;;;
elite_l;엘리트 한정;Elite Only;;;;;;;;;;;;;
elite_desc;엘리트만이 적절한 교육을 받을 수 있습니다.;Only the wealthy elite of the country have access to a proper education.;;;;;;;;;;;;;
movement_elite;교육 규제 운동;Education Restriction Movement;;;;;;;;;;;;;
church;종교기관 교육;Religious Education;;;;;;;;;;;;;
church_l;종교기관 교육;Religious Education;;;;;;;;;;;;;
church_desc;부유한 엘리트가 아닌 사람들도 교육이 가능하지만, 이는 종교적인 기관을 통해서만 가능합니다.;Education is possible for those outside of the wealthy elite, but only via religious institutions.;;;;;;;;;;;;;
movement_church;교육 개혁 운동;Education Reform Movement;;;;;;;;;;;;;
public;공공교육;Public Education;;;;;;;;;;;;;
public_l;공공교육;Public Education;;;;;;;;;;;;;
public_desc;모두가 교육에서 평등한 기회를 가집니다.;Everyone has an equal opportunity at education.;;;;;;;;;;;;;
movement_public;교육 개혁 운동;Education Reform Movement;;;;;;;;;;;;;
arts_endowment;예술기금;Arts Endowment;Arts Endowment;Arts Endowment;;Arts Endowment;;;;;;;;;
no_endowment;기금 부재;No Endowment;No Endowment;No Endowment;;No Endowment;;;;;;;;;
no_endowment_l;기금 부재;No Endowment;No Endowment;No Endowment;;No Endowment;;;;;;;;;
no_endowment_desc;예술가들이 직접 기금을 모아야 합니다.;The arts are privately funded.;No Endowment;No Endowment;;No Endowment;;;;;;;;;
movement_no_endowment;재정 책임 연맹;Fiscal Responsibility League;;;;;;;;;;;;;
small_endowment;기금 소규모;Small Endowment;Small Endowment;Small Endowment;;Small Endowment;;;;;;;;;
small_endowment_l;기금 소규모;Small Endowment;Small Endowment;Small Endowment;;Small Endowment;;;;;;;;;
small_endowment_desc;정부가 예술가들을 거의 지원하지 않습니다.;The government provides a trinket sum for the arts.;Small Endowment;Small Endowment;;Small Endowment;;;;;;;;;
movement_small_endowment;문화 운동;Cultural Movement;;;;;;;;;;;;;
medium_endowment;기금 중간;Medium Endowment;Medium Endowment;Medium Endowment;;Medium Endowment;;;;;;;;;
medium_endowment_l;기금 중간;Medium Endowment;Medium Endowment;Medium Endowment;;Medium Endowment;;;;;;;;;
medium_endowment_desc;정부가 예술가들을 적당이 보조합니다.;Artists are moderately subsidized by the government.;Medium Endowment;Medium Endowment;;Medium Endowment;;;;;;;;;
movement_medium_endowment;문화 운동;Cultural Movement;;;;;;;;;;;;;
large_endowment;기금 대규모;Large Endowment;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;
large_endowment_l;기금 대규모;Large Endowment;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;
large_endowment_desc;정부가 예술가들을 힘껏 지원합니다.;Artists are heavily supported by the government.;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;
movement_large_endowment;문화 운동;Cultural Movement;;;;;;;;;;;;;
massive_endowment;기금 광범위;Massive Endowment;Massive Endowment;Massive Endowment;;Massive Endowment;;;;;;;;;
massive_endowment_l;기금 광범위;Massive Endowment;Massive Endowment;Massive Endowment;;Massive Endowment;;;;;;;;;
massive_endowment_desc;길모퉁이마다 박물관이 있습니다.;There's a museum on every street corner.;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;
movement_massive_endowment;예술 진흥 운동;Movement for the Promotion of the Arts;;;;;;;;;;;;;
advanced_agriculture;현대식 농업;Modern agriculture;;;;;;;;;;;;;
advanced_agriculture_desc;새로운 기술을 적용하면 자원채집장의 생산량이 크게 증가합니다.;Adapting new techniques will increase our RGO output significantly.;;;;;;;;;;;;;
disciplinary_reform;규율개혁;Disciplinary reform;;;;;;;;;;;;;
disciplinary_reform_l;규율개혁;Disciplinary reform;;;;;;;;;;;;;
punishment;보복;Retribution;;;;;;;;;;;;;
punishment_desc;눈에는 눈, 이에는 이입니다.;An eye for an eye, no less;;;;;;;;;;;;;
rehabilitation;사회복귀;Rehabilitation;;;;;;;;;;;;;
rehabilitation_desc;자비와 가석방의 개념입니다.;The concepts of mercy and parole;;;;;;;;;;;;;
advanced_admin_reform;현대식 행정;Modern administration;;;;;;;;;;;;;
advanced_admin_reform_desc;행정이 이제 정말 현대적이고 효율적입니다. 그런데 A39의 허가를 어디서 받을 수 있는지 아세요?;Our administration is now REALLY modern and efficient. By the way, do you have any idea where I can get permit A39?;;;;;;;;;;;;;
diplomatic_reform;외교개혁;Diplomatic reform;;;;;;;;;;;;;
diplomatic_reform_l;외교개혁;Diplomatic reform;;;;;;;;;;;;;
isolationism;고립주의;Isolationism;;;;;;;;;;;;;
isolationism_desc;어느 국가와도 접촉하지 말아야 합니다.;We shall interact with no other nations;;;;;;;;;;;;;
interactive;상호적;Interactive;;;;;;;;;;;;;
interactive_desc;이제는 다른 나라들을 무시할 수 없습니다.;We can ignore the rest of the world no longer;;;;;;;;;;;;;
balanced_diplomacy;숙련;Experienced;;;;;;;;;;;;;
balanced_diplomacy_desc;관료들이 잘못된 실수를 피하는 법을 배웠습니다. (이 개혁을 채택하면 부정적인 사건이 발생할 가능성이 줄어들 것입니다.);Our officials have learned how to avoid faux pas. (Adopting this reform will reduce the chance of negative events.);;;;;;;;;;;;;
taxation_reform;세제개혁;Taxation reform;;;;;;;;;;;;;
taxation_reform_l;세제개혁;Taxation reform;;;;;;;;;;;;;
tribute;공물;Tribute;;;;;;;;;;;;;
tribute_desc;전통적 수단을 통해 수집합니다.;Collected through traditional means;;;;;;;;;;;;;
tax_farmers;과세품;Taxed goods;;;;;;;;;;;;;
tax_farmers_desc;농부들에게 세금을 부과하는 체계적인 제도입니다.;Organized system to tax farmers;;;;;;;;;;;;;
tax_inspectors;현대식 과세제도;Tax inspectors;;;;;;;;;;;;;
tax_inspectors_desc;현대식 과세제도;Modern taxation system;;;;;;;;;;;;;
advanced_education_reform;현대식 제도;Modernized system;;;;;;;;;;;;;
advanced_education_reform_desc;모두를 위한 최신 사상입니다.;The newest ideas for everyone.;;;;;;;;;;;;;
medicine_reform;의료개혁;Medical reform;;;;;;;;;;;;;
medicine_reform_l;의료개혁;Medical reform;;;;;;;;;;;;;
herbalism;약초 재배;Herbalism;;;;;;;;;;;;;
herbalism_desc;오직 전통 약재만을 허용합니다.;Only traditional medicines allowed;;;;;;;;;;;;;
alchemy;수입 의약품;Imported medicines;;;;;;;;;;;;;
alchemy_desc;외국 의약품을 허용합니다.;Foreign pharmaceuticals are permitted;;;;;;;;;;;;;
foreign_surgeons;외국인 외과의사;Foreign surgeons;;;;;;;;;;;;;
foreign_surgeons_desc;외국인 의사의 연습 참여를 허용합니다.;Foreign doctors are permitted to practice;;;;;;;;;;;;;
academic_institutions;학술기관;Academic institutions;;;;;;;;;;;;;
academic_institutions_l;학술기관;Academic institutions;;;;;;;;;;;;;
nonexistent;부재;None;;;;;;;;;;;;;
nonexistent_desc;오직 전통식 교육만이 존재합니다.;Traditional education methods only;;;;;;;;;;;;;
madrasahs;마드라샤;Madrasahs;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;
madrasahs_desc;이슬람식 대학교육 시설;Simple schooling institutions;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;
universities;대학;Universities;;;;;;;;;;;;;
universities_desc;선진 지식의 중심입니다.;Advanced centers of learning;;;;;;;;;;;;;
advanced_transport;차세대 운송;Advanced;;;;;;;;;;;;;
advanced_transport_desc;운송체계가 현대적이고 효율적입니다.;Transportation system is modern AND efficient.;;;;;;;;;;;;;
advanced_industrial_construction;차세대 건설;Advanced Construction;;;;;;;;;;;;;
advanced_industrial_construction_desc;모든 현대의 기술들을 채택했습니다.;We have adopted all modern techniques.;;;;;;;;;;;;;
advanced_foreign_training;서구식 차세대 교련;Advanced foreign training;;;;;;;;;;;;;
advanced_foreign_training_desc;병사들이 현대의 기술들을 익혔습니다.;Our troops have mastered modern techniques.;;;;;;;;;;;;;
modern_weapons;현대식 무기;Modern weapons;;;;;;;;;;;;;
modern_weapons_desc;현대식 무기야말로 외국이 제공하는 최고의 무기입니다.;The best weapons foreign nations have to offer;;;;;;;;;;;;;
advanced_military_constructions;현대식 요새;Modern fortifications;;;;;;;;;;;;;
advanced_military_constructions_desc;이 요새들은 적의 공격을 실제로 견딜 수 있습니다.;These fortifications can actually withstand enemy fire.;;;;;;;;;;;;;
professional_officers;전문가 장교;Professional officers;;;;;;;;;;;;;
professional_officers_desc;우리 병력과 장교들이 이 세상에서 가장 훌륭합니다. 이번엔 진짜입니다.;Our troops AND officers are the finest in the world. For real this time.;;;;;;;;;;;;;
army_academies;육군학교;Army academies;;;;;;;;;;;;;
army_academies_desc;장교를 훈련할 국립대학을 설립했습니다.;We have established a national college to train our officers.;;;;;;;;;;;;;
professional_naval_officers;전문가 제독;Professional naval officers;;;;;;;;;;;;;
professional_naval_officers_desc;함장이 숙련된 전문가입니다.;Our captains are well trained professionals.;;;;;;;;;;;;;
naval_academies;해군학교;Naval academies;;;;;;;;;;;;;
naval_academies_desc;대포를 배치하고, 출항합니다!;Man the cannons lads, thar she sails!;;;;;;;;;;;;;
naval_facilities;해군시설;Naval facilities;;;;;;;;;;;;;
naval_facilities_l;해군시설;Naval facilities;;;;;;;;;;;;;
no_naval_bases;해군기지 없음;Non-existent;;;;;;;;;;;;;
no_naval_bases_desc;원시적인 항구를 이용합니다.;Primitive port capabilities;;;;;;;;;;;;;
yes_naval_bases;해군기지;Naval bases;;;;;;;;;;;;;
yes_naval_bases_desc;군용 항구를 건설할 수 있습니다.;Able to build military ports;;;;;;;;;;;;;
naval_infrastructure;해군기반시설;Naval infrastructure;;;;;;;;;;;;;
naval_infrastructure_desc;해군기지와 전초기지의 연결망을 구축했습니다.;We have set up a network of naval bases and outposts.;;;;;;;;;;;;;
naval_architecture;조선공학;Naval architecture;;;;;;;;;;;;;
naval_architecture_l;조선공학;Naval architecture;;;;;;;;;;;;;
traditional;전통적;Traditional;;;;;;;;;;;;;
traditional_desc;간편 선박 설계;Simple ship design;;;;;;;;;;;;;
scientific;과학적;Scientific;;;;;;;;;;;;;
scientific_desc;차세대 선박 설계;Advanced ship design;;;;;;;;;;;;;
advanced;차세대;Advanced;;;;;;;;;;;;;
advanced_desc;정말로 차세대적인 선박 설계입니다. 이는 빅토리아시대의 로켓 공학과도 같습니다.;REALLY advanced ship design. It's like rocket science for the Victorian era.;;;;;;;;;;;;;
advanced_foreign_navies;차세대 외국 해군;Advanced foreign navies;;;;;;;;;;;;;
advanced_foreign_navies_desc;현재 구매할 수 있는 최고의 함선들입니다.;The best ships that we can purchase;;;;;;;;;;;;;
#national_focus.txt;;;;;;;;;;;;;;
promotion_focus;육성;Promotion;Promotion;Bef?derung;;;;;;;;;;;
promote_aristocrats;귀족 육성 ;Encourage Aristocrats ;Encourager les aristocrates;Aristokraten f?dern;;;;;;;;;;;
promote_artisans;장인 육성 ;Encourage Artisans ;Encourager les artisans;Handwerker f?dern;;;;;;;;;;;
promote_bureaucrats;관료 육성 ;Encourage Bureaucrats ;Encourager les bureaucrates;B?okraten f?dern;;;;;;;;;;;
promote_capitalists;자본가 육성 ;Encourage Capitalists ;Encourager les capitalistes;Kapitalisten f?dern;;;;;;;;;;;
promote_clergymen;교사 육성 ;Encourage Clergymen ;Encourager les membres du clerg?Geistliche f?dern;;;;;;;;;;;
promote_clerks;사무원 육성 ;Encourage Clerks ;Encourager les employ? de bureau;Angestellte f?dern;;;;;;;;;;;
promote_craftsmen;직공 육성 ;Encourage Craftsmen ;Encourager les ouvriers;Facharbeiter f?dern;;;;;;;;;;;
promote_farmers;농부 육성 ;Encourage Farmers ;Encourager les fermiers;Bauern f?dern;;;;;;;;;;;
promote_labourers;인부 육성;Encourage Labourers ;Encourager les travailleurs;Arbeiter f?dern;;;;;;;;;;;
promote_officers;장교 육성 ;Encourage Officers ;Encourager les officiers;Offiziere f?dern;;;;;;;;;;;
promote_soldiers;병사 육성 ;Encourage Soldiers ;Encourager les soldats;Soldaten f?dern;;;;;;;;;;;
heavy_industry_focus;중공업 육성;Heavy Industry;;;;;;;;;;;;;
encourage_rail;철도 건설;Build Railroads ;Construire des chemins de fer;Eisenbahn bauen;;;;;;;;;;;
basic_industry_focus;기초산업 육성;Encourage Basic Industry ;Encourager l'industrie de base;Grundstoffindustrie f?dern;;;;;;;;;;;
mechanical_industry_focus;기계산업 육성;Encourage Mechanical Industry;;;;;;;;;;;;;
wood_focus;목재산업 육성;Encourage Wood Industry ;Encourager l'industrie du bois;Holzindustrie f?dern;;;;;;;;;;;
shipping_focus;조선산업 육성;Encourage Shipping Industry ;Encourager l'industrie navale;Schifffahrtsindustrie f?dern;;;;;;;;;;;
automation_focus;자동차산업 육성;Encourage Automotive Industry ;Encourager l'industrie automobile;Automobilindustrie f?dern;;;;;;;;;;;
chemical_focus;화학산업 육성;Encourage Chemical Industry ;Encourager l'industrie chimique;Chemische Industrie f?dern;;;;;;;;;;;
oil_focus;석유산업 육성;Encourage Oil Industry;;;;;;;;;;;;;
electricity_focus;전력 육성;Encourage Electrical Power;;;;;;;;;;;;;
consumer_goods_focus;소비재;Consumer Goods;;;;;;;;;;;;;
furniture_focus;가구산업 육성;Encourage Furniture Industry;;;;;;;;;;;;;
textile_focus;섬유산업 육성;Encourage Textile Industry ;Encourager l'industrie textile;Textilindustrie f?dern;;;;;;;;;;;
food_focus;식품산업 육성;Encourage Food Industry;;;;;;;;;;;;;
bottling_focus;음료산업 육성;Encourage Bottling Industry;;;;;;;;;;;;;
leather_focus;피혁산업 육성;Encourage Leather Industry;;;;;;;;;;;;;
tobacco_focus;담배산업 육성;Encourage Tobacco Industry;;;;;;;;;;;;;
pharmaceuticals_focus;제약산업 육성;Encourage Pharmaceutical Industry;;;;;;;;;;;;;
electrical_focus;전기산업 육성;Encourage Electrical Industry ;Encourager l'industrie ?ectrique;Elektroindustrie f?dern;;;;;;;;;;;
commercial_focus;경제 중점;Commercial Focus;;;;;;;;;;;;;
military_goods_focus;군수산업;Military Industry;;;;;;;;;;;;;
munitions_focus;방위산업 육성;Encourage Munitions Industry;;;;;;;;;;;;;
armaments_focus;군수산업 육성;Encourage Armaments Industry ;Encourager l'industrie de l'armement;Waffenindustrie f?dern;;;;;;;;;;;
cavalry_focus;기병 육성;Encourage Cavalry;;;;;;;;;;;;;
immigration_colonization_focus;이민 및 식민화;Immigration & Colonization;;;;;;;;;;;;;
immigration;입국이민 유치;Attract Immigrants ;Attirer des immigrants;Einwanderer anlocken;;;;;;;;;;;
progress_focus;진보 장려;Encourage Progress;;;;;;;;;;;;;
order_focus;질서 장려;Encourage Order;;;;;;;;;;;;;
#nationalvalues.txt;;;;;;;;;;;;;;
nv_tradition;전통;Tradition;;;;;;;;;;;;;
nv_enlightenment;계몽;Enlightenment;;;;;;;;;;;;;
nv_progress;진보;Progress;;;;;;;;;;;;;
nv_loyalty;충성;Loyalty;;;;;;;;;;;;;
nv_independence;자립;Independence;;;;;;;;;;;;;
nv_liberty;법적 자유;Liberty;Libert?Freiheit;;;;;;;;;;;
nv_equality;평등;Equality;?alit?Gleichheit;;;;;;;;;;;
nv_might;힘;Might;;;;;;;;;;;;;
nv_order;질서;Order;Ordre;Ordnung;;;;;;;;;;;
nv_freedom;자연적 자유;Freedom;;;;;;;;;;;;;
nv_fraternity;박애;Fraternity;;;;;;;;;;;;;
nv_unity;단결;Unity;;;;;;;;;;;;;
nv_supremacy;Supremacy;;;;;;;;;;;;;
nv_prosperity;패권;Prosperity;;;;;;;;;;;;;
nv_productivity;생산성;Productivity;;;;;;;;;;;;;
nv_glory;영광;Glory;;;;;;;;;;;;;
nv_dominion;지배;Dominion;;;;;;;;;;;;;
#rebel_types.txt;;;;;;;;;;;;;;
reactionary_rebels_title;반동주의자;Reactionary;R?ctionnaires;Reaktion?;;;;;;;;;;;
reactionary_rebels_name;$COUNTRY$ 반동주의자;$COUNTRY$ Reactionaries;$COUNTRY$ - R?ctionnaires;$COUNTRY$-Reaktion?e;;;;;;;;;;;
reactionary_rebels_desc;반동주의 반군들은 옛날로의 회귀를 갈망합니다. 그들이 노골적인 근왕주의자이든 단순히 근대적 사상으로 인식되는 것의 반대자이든 간에, 이러한 반혁명자들은 언제나 사회주의와 자유주의와의 싸움에서 최전방에 설 것입니다.;Reactionary rebels hanker for a return to the good old days. Whether they are outright monarchists, or simply opposed to what they perceive as the ideologies of modernity, you can always find these counter-revolutionaries on the forefront in the battle against Socialism and Liberalism.;;Reaktion?e Rebellen lechzen nach einer R?ke zur guten, alten Zeit. Ob sie nun wahre Monarchisten sind oder einfach nur gegen alles, was sie als moderne Ideologien ansehen, man kann diese Konterrevolution?e immer in vorderster Front im Kampf gegen Sozialismus und Liberalismus finden;;;;;;;;;;;
reactionary_rebels_army;$COUNTRY_ADJ$ 백군;$COUNTRY_ADJ$ White Army;Arm?s blanches $COUNTRY_ADJ$;$COUNTRY_ADJ$ Wei? Armee;;;;;;;;;;;
fascist_rebels_title;파쇼;Fascist;Fascistes;Faschist;;;;;;;;;;;
fascist_rebels_name;$COUNTRY$ 파쇼;$COUNTRY$ Fascist;$COUNTRY$ - Fascistes;$COUNTRY$-Faschisten;;;;;;;;;;;
fascist_rebels_desc;의용군들은 파쇼주의라는 급진적인 새로운 이념을 추진력으로 삼는 혁명가입니다. 폭력과 대규모 행동의 신조 아래 행동하도록 훈련받은 혁명가들은 낡은 군주제와 젊은 민주주의 국가들을 전복하고 그 자리에 강하고 거대하며 절대적인 파쇼 국가를 세우기 위해 가능한 모든 수단을 동원할 것입니다.;The Freikorps are revolutionaries driven by the radical new ideology of fascism. Labouring under the dogmas of violence and mass action, these battle trained revolutionaries will stop at nothing to overthrow old monarchies and young democracies alike, and replace them all with the absolutes of the Leviathan fascist state.;;Das Freikorps sind Revolution?e, die von der radikalen neuen Ideologie des Faschismus angetrieben werden. Unter den Dogmen der Gewalt und der Massenaktionen machen diese schlachterprobten Revolution?e vor nichts Halt, um alte Monarchien und junge Demokratien gleichsam zu st?zen und sie alle mit einem absolutistischen faschistischen Staat zu ersetzen.;;;;;;;;;;;
fascist_rebels_army;$COUNTRY_ADJ$ 의용군;$COUNTRY_ADJ$ Freikorps;Freikorps $COUNTRY_ADJ$;$COUNTRY_ADJ$ Freikorps;;;;;;;;;;;
communist_rebels_title;공산주의자;Communist;Communistes;Kommunist;;;;;;;;;;;
communist_rebels_name;$COUNTRY$ 공산주의자;$COUNTRY$ Communists;$COUNTRY$ - Communistes;$COUNTRY$-Kommunisten;;;;;;;;;;;
communist_rebels_desc;적위대들은 정부 및 부르주아 국가의 반동적 지도자로 간주하는 모든 것에 대해 공공연하게 반기를 들고 봉기한 공산주의자들입니다. 이 혁명가들은 종교, 전통, 사적재산 소유와 가족제도에 반대하며, 대신에 미래에 찾아올 무계급 공산주의 지상낙원으로 향하는 길고 시체투성이인 길의 첫걸음인 '프롤레타리아의 독재'를 확립하려 합니다.;The Red Guards are communists who have risen in open rebellion against the government, and, more importantly, against all of what they consider to be the reactionary trappings of the bourgeois state, and even society. In opposition to the institutions of religion, tradition, private ownership and family, these revolutionaries seek instead to establish a 'Dictatorship of The Proletariat', the first step on the long, corpse-strewn way to the promised classless utopia of Communism.;;Die Roten Garden sind Kommunisten, die in offener Rebellion gegen die Regierung angehen und, noch wichtiger, gegen alles, das sie als reaktion?es Machwerk des bourgeoisen Staats und selbst der Gesellschaft ansehen. In Opposition gegen die Institutionen der Religionen, Traditionen, privaten Eigentums und Familie streben diese Revolution?e statt dessen eine 'Diktatur des Proletariats' an, den ersten Schritt auf dem langen, leichengepflasterten Weg zur verhei?nen Utopie des Kommunismus.;;;;;;;;;;;
communist_rebels_army;$COUNTRY_ADJ$ 적위대;$COUNTRY_ADJ$ Red Guards;Gardes rouges $COUNTRY_ADJ$;$COUNTRY_ADJ$ Rote Garden;;;;;;;;;;;
anarcho_liberal_rebels_title;아나르코자본주의자;Anarcho-Liberal;Anarcho-lib?aux;Anarcho-Liberal;;;;;;;;;;;
anarcho_liberal_rebels_name;$COUNTRY$ 아나르코자본주의자;$COUNTRY$ Anarcho-Liberals;$COUNTRY$ - Anarcho-lib?aux;$COUNTRY$-Anarcho-Liberale;;;;;;;;;;;
anarcho_liberal_rebels_desc;시민 방위군은 실제로 존재하거나 자신들이 그렇게 인식하는 정부 및 국가기구의 억압적인 관행에 반기를 들고 일어선 호전적인 자유주의자이며, 어떠한 대가를 치르더라도 개인의 자유를 보호하고자 합니다. 이 혁명가들은 폭압적인 상태에 맞서 싸우는 것을 진정한 의미에서의 자유 투쟁으로 생각합니다.;The Citizen Guard are militant liberals who have risen up in rebellion against the, real or perceived, oppressive practices of the government and the state apparatus, seeking to protect their personal liberty whatever the cost. Fighting against the tyrannical state, these revolutionaries consider themselves freedom-fighters in the true sense of the word.;;Die B?gerwache sind militante Liberale, die sich in offener Rebellion gegen die - echten oder angenommenen - unterdr?kenden Praktiken der Regierung und des Staatsapparats befinden und danach streben, ihre pers?liche Freiheit um jeden Preis zu verteidigen. Diese Revolution?e sehen sich im Kampf gegen den Tyrannen als Freiheitsk?pfer im eigentlichen Sinne.;;;;;;;;;;;
anarcho_liberal_rebels_army;$COUNTRY$ 자경단;$COUNTRY_ADJ$ Citizen Guard;Garde citoyenne $COUNTRY_ADJ$;$COUNTRY_ADJ$ B?gerwache;;;;;;;;;;;
nationalist_rebels_title;민족주의자;Nationalist;Nationalistes;Nationalist;;Nacionalistas;;;;;;;;;
nationalist_rebels_name;$INDEP$ 민족주의자;$INDEP$ Nationalists;$INDEP$ - Nationalistes;$INDEP$-Nationalisten;;Nacionalistas de $INDEP$;;;;;;;;;
nationalist_rebels_desc;민족주의 반군들은 동포의 자유를 위해 싸웁니다. 질 좋은 장비와 높은 규율을 지닌 이들은 모국의 독립에 집중합니다.;Nationalist rebels seek freedom for their people. They are well led and equipped, and they will focus on achieving independence for their nation.;Les rebelles nationalistes veulent la libert?pour leur peuple. Bien men? et bien ?uip?, ils vont tout mettre en 쐕vre pour obtenir l'ind?endance de leur nation.;Nationalistische Rebellen k?pfen f? die Freiheit ihres Volkes. Gut diszipliniert und ausger?tet konzentrieren sich auf die Erlangung der Unabh?gigkeit f? ihr Land.;;Los rebeldes nacionalistas buscan la libertad de su pueblo. Est? bien dirigidos y equipados, y se afanar? en lograr la independencia de su naci?.;;;;;;;;;
nationalist_rebels_army;$INDEP$ 민족주의 반군;$INDEP$ Nationalists;$INDEP$ - Nationalistes;$INDEP$-Nationalisten;;Nacionalistas de $INDEP$;;;;;;;;;
pan_nationalist_rebels_title;범민족주의자;Pan-Nationalist;Pan-nationalistes;Pan-Nationalisten;;;;;;;;;;;
pan_nationalist_rebels_name;범$UNION$주의자;$UNION_ADJ$ Pan-Nationalists;$UNION_ADJ$ - Pan-nationalistes;$UNION_ADJ$ Pan-Nationalisten;;;;;;;;;;;
pan_nationalist_rebels_desc;범민족주의 반군은 범민족주의를 내세워 외국의 억압에서 자유롭고 문화적으로 통일된 국민국가를 세우고자 합니다.;Pan-nationalist rebels seek to unify, in a free and independent nation-state, with their perceived cultural kin. Driven by the ideals of the romantic nationalist movement, their sense of belonging to the land for which they fight makes them determined and tenacious threats to peace and order.;;Pan-nationalistsche Rebellen wollen sich in einer freien und unabh?gigen Nation mit denen zusammenschlie?n, die sie als kulturelle Verwandte ansehen. Sie werden von den Idealen der romantischen Nationalistenbewegung getrieben, und ihr Zugeh?igkeitsinn f? das Land, f? welches sie k?pfen, macht sie zu entschlossenen und z?en Bedrohungen von Frieden und Ordnung.;;;;;;;;;;;
pan_nationalist_rebels_army;청년 $UNION$인 여단;Young $UNION$ Brigades;$UNION$ - Jeunes brigades;Junge $UNION$ Brigaden;;;;;;;;;;;
indian_nationalists_title;범민족주의자;Pan-nationalistes;Pan-Nationalisten;;;;;;;;;;;;x;;;;;;;;;;;;;;,,
indian_nationalists_name;범$UNION$주의자;$UNION$ - Pan-nationalistes;$UNION$ Pan-Nationalisten;;;;;;;;;;;;x;;;;;;;;;;;;;;,,
